method,test_index,original_score,target_threshold,status,cf_score,reason,message,cf_array_file,meta_donor_idx,meta_alpha,meta_donor_distance,meta_score_before,meta_score_after,meta_strict_donor_threshold,meta_shortlist_size,meta_n_attempts,meta_constraint_violation,meta_constraint_breakdown,meta_runtime_ms,meta_changed_features,meta_changed_timesteps,meta_top_changed_features,meta_top_changed_timesteps,meta_edit_mask,meta_delta_l1,meta_delta_l2,meta_segment_start,meta_segment_end,meta_context_start,meta_context_end,meta_segment_distance,meta_smoothing_used,meta_n_segments_considered,meta_n_candidates_evaluated,meta_motif_length,meta_chosen_motif_source,meta_shape_distance,meta_boundary_penalty,meta_motif_rank_score,meta_affine_a,meta_affine_b,meta_pareto_size,meta_best_objectives,meta_best_objective_names,meta_top_solutions,meta_generations,meta_population_size,meta_warning,meta_threshold,meta_valid,meta_mutation_sigma,meta_structured_mutation_weight,meta_use_plausibility_objective,meta_history_best_validity,meta_history_best_proximity,meta_random_seed
genetic,33818,6.302765846252441,2.240555763244629,success,1.9548923174354158,N/A,N/A,cf_genetic_window_33818.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7155.495963990688,"[2, 4, 1, 3, 5, 0]","[12, 0, 3, 1, 13, 2, 16, 14, 4, 17, 5, 18, 6, 21, 7, 19, 23, 8, 20, 11, 9, 22, 15, 10]","[{'feature': 2, 'abs_delta_sum': 21.65828237770857}, {'feature': 4, 'abs_delta_sum': 12.707650436013838}, {'feature': 1, 'abs_delta_sum': 11.75418467150884}]","[{'timestep': 12, 'abs_delta_sum': 7.048167659975532}, {'timestep': 0, 'abs_delta_sum': 6.360925284361604}, {'timestep': 3, 'abs_delta_sum': 5.904280710725281}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",72.09176499651846,11.256024197503544,,,,,,,,,,,,,,,,,,50.0,"[1.9548923174354158, 126.6980807347853, 1.0, 3.992256986720468]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.9548923174354158, 'proximity': 126.6980807347853, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.7279747552255873, 'proximity': 147.28051443503304, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.629503051382577, 'proximity': 154.4382585388845, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.6152871192281306, 'proximity': 156.85684314187318, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3542599436148215, 'proximity': 197.36926203114757, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.403749919999453, 0.403749919999453, 0.403749919999453, 0.31564816986936767, 0.31564816986936767, 0.31564816986936767, 0.31564816986936767, 0.31564816986936767, 0.31564816986936767, 0.31564816986936767, 0.31564816986936767, 0.3105418453455579, 0.3105418453455579, 0.3105418453455579, 0.3105418453455579, 0.3105418453455579, 0.3105418453455579, 0.3105418453455579, 0.3105418453455579, 0.3105418453455579]","[907.5981843197445, 907.5981843197445, 907.5981843197445, 646.8329543244283, 646.8329543244283, 646.8329543244283, 646.8329543244283, 646.8329543244283, 646.8329543244283, 646.8329543244283, 646.8329543244283, 646.7352219003388, 646.7352219003388, 646.7352219003388, 646.7352219003388, 646.7352219003388, 646.7352219003388, 646.7352219003388, 646.7352219003388, 646.7352219003388]",42.0
nearest,33819,5.509407043457031,2.240555763244629,success,0.895763664188908,N/A,N/A,cf_nearest_window_33819.npy,77.0,1.0,1.776557476407023,5.509406055910769,0.895763664188908,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",224.50990229845047,"[2, 4, 3, 1, 5, 0]","[11, 12, 14, 13, 15, 16, 17, 19, 6, 10, 20, 0, 5, 7, 8, 9, 1, 2, 18, 4, 3, 21, 23, 22]","[{'feature': 2, 'abs_delta_sum': 70.87869784388798}, {'feature': 4, 'abs_delta_sum': 33.040165783555686}, {'feature': 3, 'abs_delta_sum': 32.06319996751881}]","[{'timestep': 11, 'abs_delta_sum': 28.47357219060409}, {'timestep': 12, 'abs_delta_sum': 22.138669682191544}, {'timestep': 14, 'abs_delta_sum': 17.273886150393427}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",199.0826945077138,37.088735100302294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,33819,5.509407043457031,2.240555763244629,success,0.8785487346733881,N/A,N/A,cf_segment_window_33819.npy,47.0,,,5.509406055910769,0.8785487346733881,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",36.63233295083046,"[2, 1, 5, 3, 0, 4]","[11, 14, 13, 12, 10, 9, 0, 1, 7, 6, 5, 4, 3, 2, 8, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 70.87869784388796}, {'feature': 1, 'abs_delta_sum': 9.928165609721267}, {'feature': 5, 'abs_delta_sum': 5.934752043110513}]","[{'timestep': 11, 'abs_delta_sum': 22.38191438276014}, {'timestep': 14, 'abs_delta_sum': 22.1867553571216}, {'timestep': 13, 'abs_delta_sum': 21.669611838804926}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",93.62522227089748,34.901613143013904,9.0,14.0,7.0,16.0,21.495488793301934,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,33819,5.509407043457031,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,5.509406055910769,2.8710674654949013,2.240555763244629,"[4, 5, 6, 8]",4.0,20.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",456.03592693805695,,,,,,,,,,,,,,,
genetic,33819,5.509407043457031,2.240555763244629,success,2.1587520429784917,N/A,N/A,cf_genetic_window_33819.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7167.340438812971,"[2, 1, 4, 3, 5, 0]","[11, 12, 7, 15, 6, 16, 23, 20, 22, 4, 3, 1, 2, 21, 10, 13, 17, 5, 18, 9, 8, 14, 0, 19]","[{'feature': 2, 'abs_delta_sum': 25.02254681297248}, {'feature': 1, 'abs_delta_sum': 14.104289394091824}, {'feature': 4, 'abs_delta_sum': 13.059887066361505}]","[{'timestep': 11, 'abs_delta_sum': 9.13088590599131}, {'timestep': 12, 'abs_delta_sum': 7.3787762823793255}, {'timestep': 7, 'abs_delta_sum': 5.170069477488313}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",83.38636020129549,12.675587270277429,,,,,,,,,,,,,,,,,,50.0,"[2.1587520429784917, 160.67051264641918, 1.0, 5.626121108353386]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 2.1587520429784917, 'proximity': 160.67051264641918, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.2128441585488785, 'proximity': 165.76518032089388, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.0979737984106825, 'proximity': 173.2118746423645, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.0193657814306243, 'proximity': 182.0644693283479, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.9567509782005146, 'proximity': 186.91604538260438, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.4542749942684001, 0.42047177280383585, 0.42047177280383585, 0.42047177280383585, 0.40948115810419505, 0.38034744268075427, 0.38034744268075427, 0.3336782684620753, 0.3336782684620753, 0.3336782684620753, 0.3336782684620753, 0.3336782684620753, 0.3336782684620753, 0.2601347457331056, 0.2601347457331056, 0.2601347457331056, 0.25347381579211375, 0.25347381579211375, 0.25347381579211375, 0.2520488884358241]","[793.3544720511505, 1876.5883742409042, 1876.5883742409042, 1876.5883742409042, 787.5487404472035, 1516.885516745167, 1516.885516745167, 635.3243410361239, 635.3243410361239, 635.3243410361239, 635.3243410361239, 635.3243410361239, 635.3243410361239, 1329.9077613080858, 1329.9077613080858, 1329.9077613080858, 1269.3063333628652, 1269.3063333628652, 1269.3063333628652, 1227.1896980041574]",42.0
nearest,33820,4.835065841674805,2.240555763244629,success,0.895763664188908,N/A,N/A,cf_nearest_window_33820.npy,77.0,1.0,1.9211500833591169,4.835066505872736,0.895763664188908,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",225.6307750940323,"[2, 3, 4, 5, 1, 0]","[10, 11, 12, 13, 15, 14, 19, 16, 17, 18, 1, 7, 6, 5, 0, 9, 8, 20, 23, 2, 21, 22, 4, 3]","[{'feature': 2, 'abs_delta_sum': 75.60394436681383}, {'feature': 3, 'abs_delta_sum': 31.37757179211278}, {'feature': 4, 'abs_delta_sum': 29.69803721272574}]","[{'timestep': 10, 'abs_delta_sum': 28.210133001176953}, {'timestep': 11, 'abs_delta_sum': 24.989794578564833}, {'timestep': 12, 'abs_delta_sum': 21.622183230861303}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",201.45000537802795,39.83993014593796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,33820,4.835065841674805,2.240555763244629,success,1.3302628385078499,N/A,N/A,cf_segment_window_33820.npy,70.0,,,4.835066505872736,1.3302628385078499,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",37.12625429034233,"[2, 5, 3, 0, 1, 4]","[10, 13, 11, 12, 8, 9, 0, 1, 7, 6, 5, 4, 3, 2, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 73.24132110535089}, {'feature': 5, 'abs_delta_sum': 7.0810733423910275}, {'feature': 3, 'abs_delta_sum': 6.694957477494459}]","[{'timestep': 10, 'abs_delta_sum': 25.506481615875806}, {'timestep': 13, 'abs_delta_sum': 20.36124629106632}, {'timestep': 11, 'abs_delta_sum': 19.820355174537042}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [ True False  True  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",98.54087097248737,34.90249527781419,8.0,13.0,6.0,15.0,21.336687458789658,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,33820,4.835065841674805,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,4.835066505872736,2.7126763841753543,2.240555763244629,"[4, 5, 6, 8]",4.0,20.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",456.4400836825371,,,,,,,,,,,,,,,
genetic,33820,4.835065841674805,2.240555763244629,success,1.34139809307868,N/A,N/A,cf_genetic_window_33820.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7223.710648715496,"[2, 1, 5, 4, 3, 0]","[11, 10, 12, 14, 6, 0, 22, 23, 1, 19, 3, 7, 2, 21, 13, 15, 8, 5, 20, 9, 4, 18, 16, 17]","[{'feature': 2, 'abs_delta_sum': 28.16038943276297}, {'feature': 1, 'abs_delta_sum': 18.017532050312887}, {'feature': 5, 'abs_delta_sum': 16.775752765776147}]","[{'timestep': 11, 'abs_delta_sum': 11.140768995617764}, {'timestep': 10, 'abs_delta_sum': 10.69947314774668}, {'timestep': 12, 'abs_delta_sum': 7.614801048670706}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",101.02791252524878,15.595605614796655,,,,,,,,,,,,,,,,,,50.0,"[1.34139809307868, 243.22291449227697, 1.0, 3.3740698258612127]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.34139809307868, 'proximity': 243.22291449227697, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.2488952128317434, 'proximity': 256.4264919719379, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.271135188742709, 'proximity': 258.6543971181046, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.1164879090554725, 'proximity': 285.7191951173281, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.0144242144083446, 'proximity': 297.00580289906543, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.3026657982475351, 0.3026657982475351, 0.3026657982475351, 0.28343884252782925, 0.2787831785822895, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598, 0.27197911736598]","[696.2495768456739, 696.2495768456739, 696.2495768456739, 703.2484796262548, 702.1718875319798, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611, 676.4669234479611]",42.0
nearest,33821,4.341650009155273,2.240555763244629,success,0.847969587645612,N/A,N/A,cf_nearest_window_33821.npy,18.0,0.75,2.0134069094424203,4.3416507938477285,0.847969587645612,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",225.35322979092598,"[2, 3, 5, 4, 1, 0]","[9, 12, 10, 11, 8, 6, 13, 3, 16, 18, 0, 17, 1, 21, 23, 5, 14, 22, 15, 2, 4, 20, 19, 7]","[{'feature': 2, 'abs_delta_sum': 76.19460018217956}, {'feature': 3, 'abs_delta_sum': 26.76974714269263}, {'feature': 5, 'abs_delta_sum': 23.125943933269877}]","[{'timestep': 9, 'abs_delta_sum': 20.817789408513892}, {'timestep': 12, 'abs_delta_sum': 19.551268573845647}, {'timestep': 10, 'abs_delta_sum': 18.442067899946313}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True False  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True False False  True  True  True]
 [ True  True False  True  True  True]]",160.55676032179355,32.955103504440466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,33821,4.341650009155273,2.240555763244629,success,0.8949944161022308,N/A,N/A,cf_segment_window_33821.npy,49.0,,,4.3416507938477285,0.8949944161022308,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",37.521954625844955,"[2, 1, 5, 3, 0, 4]","[9, 12, 11, 10, 8, 7, 2, 0, 6, 5, 4, 3, 1, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 70.87869784388798}, {'feature': 1, 'abs_delta_sum': 9.928165609721267}, {'feature': 5, 'abs_delta_sum': 5.934752043110514}]","[{'timestep': 9, 'abs_delta_sum': 22.38191438276014}, {'timestep': 12, 'abs_delta_sum': 22.1867553571216}, {'timestep': 11, 'abs_delta_sum': 21.669611838804926}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",93.62522227089747,34.901613143013904,7.0,12.0,5.0,14.0,21.495488793301934,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
